agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips,addr1,addr2
Shelbyville I.S.D. Police Dept.,,,,,,,,P.O. Box 325, 
Fairbanks Police Dept.,,,,,,,,911 Cushman St, 
Perla Police Department,,,,,,,,22675 Hwy 67, 
Victor Valley Community College Police,,,,,,,,18422 Bear Valley Road, 
University of North Carolina - Charlotte Police and Public Safety,,,,,,,,9201 University City Blvd, 
Whiteside County Sheriff's Office,,,,,,,,400 N Cherry St, 
Clute Police Department,,,,,,,,P. O. Box 997, 
Colfax Police Department,,,,,,,,15 E Howard St, 
Van Zandt County Constable Pct. 2,,,,,,,,7007 Vz Cr 2120, 
Arkansas Tech University Dept of Public Safety,,,,,,,,1511 North Boulder, 
Williams Police Department,,,,,,,,Po Box 127,700 North Street
Burnet County Constable Pct. 1,,,,,,,,1906 West Hwy 29, 
Ennis I.S.D. Police Department,,,,,,,,2301 Ensign Road, 
Woodland Police Department,,,,,,,,1000 Lincoln Avenue, 
Harrison County Constable Pct. 3,,,,,,,,P.O. Box 394, 
Cottonwood Police Department,,,,,,,,Post Office Box 447, 
Spring I.S.D. Police Dept.,,,,,,,,210 North Forest Blvd., 
Coolidge Police Department,,,,,,,,911 South Arizona Boulevard, 
Northern Virginia Community College Police Dept.,,,,,,,,8333 Little River Tpk., 
Oak Harbor Police Department,,,,,,,,860 Se Barrington Drive, 
New York State Department of Environmental Conservation,,,,,,,,Division Of Law Enforcement, 
Hotchkiss Marshal's Office,,,,,,,,PO Box 369, 
Calhoun Co I.S.D. Police Dept,,,,,,,,525 N. Commerce Street, 
Kodiak Police Dept.,,,,,,,,217 Lower Mill Bay Rd, 
Centralia Police Dept,,,,,,,,222 South Poplar, 
Gosnell Police Department,,,,,,,,307 S. Airbase Highway, 
Cass County Constable Pct. 1,,,,,,,,P.O. Box 1161, 
Franklin County Detectives,,,,,,,,P.O. Box 422, 
Malta Police Dept,,,,,,,,120 S. 3rd, 
Holtville Police Department,,,,,,,,P.O. Box 427,585 Fern Avenue
Salem County Prosecutor's Chief,,,,,,,,87 Market Street,P.O. Box 462
Indiana University of Pennsylvania Police,,,,,,,,University Towers,850 Maple Street
Park City Police Department,,,,,,,,P.O. Box 1480,2060 Park Avenue
Couer D'Alene Tribal Police Department,,,,,,,,Po Box 408, 
Pine Bluff Police Department,,,,,,,,200 East 8Th Ave., 
Walnut Police Department,,,,,,,,Post Office Box 540, 
Smyrna Marshal's Office,,,,,,,,2800 King Street, 
Texas A & M International University Police Dept.,,,,,,,,5201 University Blvd., 
Falls Church (City) Sheriff's Office,,,,,,,,300 Park Ave #201W, 
Mexico Beach Dept. of Public Safety,,,,,,,,Post Office Box 13425, 
Fenwick Island Police Department,,,,,,,,800 Coastal Highway, 
Texas Woman's University Police Dept.,,,,,,,,Dept Of Public Safety,P.O. Box 425767
Montana State University - Bozeman Police,,,,,,,,Roy Huffman Bldg, 
Hardin County Constable Pct. 2,,,,,,,,2713 Pine Park Drive, 
Milam County Constable Pct. 4,,,,,,,,4630 N Fm 486, 
Inglis Police Department,,,,,,,,26 Highway 40 West, 
Marshall County Sheriff's Office,,,,,,,,Suite 1,208 E Colvin Ave
Americus Police Department,,,,,,,,101 West Lamar Street, 
Bradley Police Department,,,,,,,,P.O. Box 729, 
Atascosa County Constable Pct. 3,,,,,,,,P.O. Box 159, 
Morris Police Department,,,,,,,,Post Office Box 163, 
East Lyme Police Department,,,,,,,,278 Main Street Drawer 519, 
Raleigh-Durham International Airport Police Dept,,,,,,,,Po Box 80001, 
Oklahoma State Fire Marshal,,,,,,,,2401 Nw 23Rd Street,Suite 4
Oberlin Police Department,,,,,,,,85 South Main Street, 
Cresco Police Department,,,,,,,,124 S. Park Place, 
University of North Texas Health Science Center,,,,,,,,3500 Camp Bowie, 
Flagstaff Police Department,,,,,,,,911 East Sawmill Road, 
Yavapai-Apache Nation Tribal Police Department,,,,,,,,2372 Kinsey Street, 
Burnet County Constable Pct. 3,,,,,,,,P.O. Box 1730, 
Magoffin County Sheriff's Office,,,,,,,,Po Box 589,Courthouse
Somers Police Department,,,,,,,,451 Main Street,PO Box 308
Delaware River & Bay Authority Police,,,,,,,,P.O. Box 71, 
Bellingham Police Department,,,,,,,,505 Grand Avenue, 
Douglas Police Department,,,,,,,,210 West Jackson Street, 
Holmes Beach Police Department,,,,,,,,5801 Marina Drive, 
Twin Valley Behavioral Health Care Police,,,,,,,,2200 West Broad Street, 
Keyport Police,,,,,,,,70 West Front Street, 
Kimball Police Department,,,,,,,,P.O. Box 381, 
Fulton County Sheriff's Office,,,,,,,,268 W Washington Ave, 
Brookside Police Department,,,,,,,,Post Office Box 142, 
University of Kentucky Police Department,,,,,,,,305 Euclid Ave., 
Putnam County Sheriff's Office,,,,,,,,130 Orie Griffin Blvd, 
Mohegan Tribal Police Department,,,,,,,,49 Sandy Desert Road, 
Riceville Police Department,,,,,,,,Po Box 256, 
Tarrant County Constable Pct. 6,,,,,,,,6551 Granbury Road, 
Knox County Sheriff's Office,,,,,,,,11540 Upper Gilchrist Rd, 
Graves County Schools Police Department,,,,,,,,2290 State Route 121, 
Mobile Police Department,,,,,,,,2460 Government Boulevard, 
Sutter Creek Police Department,,,,,,,,18 Main Street, 
San Diego City Schools Police Department,,,,,,,,4100 Normal St, 
New Hampshire Dept. of Safety - Marine Patrol,,,,,,,,31 Dock Rd, 
Hampton Police Department,,,,,,,,Post Office Box 400, 
University of Kansas Medical Center Police Dept,,,,,,,,3901 Rainbow Blvd, 
Navarro County Constable Pct. 2,,,,,,,,300 W. 3Rd Avenue, 
Keota Police Department,,,,,,,,P. O. Box 199, 
Salmon Police Department,,,,,,,,200 Main St, 
Cedar Hill I.S.D. Police Dept.,,,,,,,,1 Longhorn Blvd, 
White Pigeon Police Department,,,,,,,,118 S. Kalamazoo St.,PO Box 621
Angelina County Constable Pct. 1,,,,,,,,P.O. Box 43, 
Bull Valley Police Dept,,,,,,,,P. O. Box 553, 
Silverthorne Police Dept,,,,,,,,P O Box 1167, 
Leon County Constable Pct. 2,,,,,,,,P. O. Box 386, 
Lincolnton Police Department,,,,,,,,P.O. Box 489, 
Point Pleasant Borough Police,,,,,,,,2233 Bridge Avenue, 
Huntington Park Police Department,,,,,,,,6542 Miles Avenue, 
Pinehurst Police Department,,,,,,,,Po Box 417, 
Timpson Police Dept.,,,,,,,,P.O. Box 369, 
Rhode Island Airport Police Department,,,,,,,,2000 Post Road, 
Gregg County Constable Pct. 3,,,,,,,,1098 E Commerce St, 
Firebaugh Police Department,,,,,,,,1575 - 11Th Street, 
Stanislaus County Sheriff's Office,,,,,,,,250 E Hackett Rd, 
Parker County Constable Pct. 2,,,,,,,,207 Ft. Worth Hwy, 
Hoboken Police Department,,,,,,,,Post Office Box 236,P.O.BOX 345
Wayland Village Police Department,,,,,,,,15 North Main Street, 
Golconda Police Dept,,,,,,,,216 East Decatur St,PO BOX # 1
Mount Pleasant Police Department,,,,,,,,100 Ann Edwards Lane, 
Carmel Police Department,,,,,,,,P.O. Box 600, 
McLennan County Sheriff's Office,,,,,,,,901 Washington Avenue, 
Sturgis Police Department,,,,,,,,1400 Main Street, 
Knoxville Police Department,,,,,,,,305 S 3Rd, 
Holyoke Community College Police Dept,,,,,,,,303 Homestead Ave, 
Sonoma County Junior College District Police,,,,,,,,1501 Mendocino Ave, 
Englewood Cliffs Police,,,,,,,,10 Kahn Terrace, 
Toledo/Lucas County Port Authority Police Dept,,,,,,,,One Maritime Plaza, 
Guttenberg Police Department,,,,,,,,Po Box 580, 
Wilton Police Department,,,,,,,,Post Office Box 159, 
Bee County Constable Pct. 1,,,,,,,,205 South Comitas,PO Box 1514
Itawamba Community College - Tupelo Campus Police,,,,,,,,2176 South Eason Boulevard, 
Whitehall Police Department,,,,,,,,405 East Colby St, 
Leslie County Sheriff's Office,,,,,,,,Po Box 912,Courthouse
Gulfport Police Department,,,,,,,,2401 53Rd Street South, 
Burleson County Sheriff's Office,,,,,,,,1334 State Highway 21 East, 
Chattahoochee Police Department,,,,,,,,32 Jefferson Street, 
Benton Police Dept,,,,,,,,P.O. Box 640,500 West Main St.
Stevenson Police Department,,,,,,,,104 Kentucky Avenue, 
Somervell County Constable Pct. 1,,,,,,,,P O Box 841, 
Henderson State University,,,,,,,,1100 Henderson St, 
Arvin Police Department,,,,,,,,P.O. Box 156, 
Leon Police Department,,,,,,,,Po Box 210, 
Chester Town Police Department,,,,,,,,1786 Kings Highway, 
Galion Police Department,,,,,,,,301 Harding Way East, 
South Miami Police Department,,,,,,,,6130 Sunset Drive, 
Divernon Police Dept.,,,,,,,,50 East Brown St., 
Arkadelphia Police Department,,,,,,,,514 Clay Street, 
Fillmore County Sheriff's Office,,,,,,,,900 G St,PO Box 266
Trempealeau County Sheriff's Office,,,,,,,,36245 Main St,PO Box 67
Hudspeth County Constable Pct. 1,,,,,,,,P. O. Box 83, 
Telluride Marshal's Office,,,,,,,,134 S. Spruce Street, 
Virginia State University Police Dept,,,,,,,,P.O. Box 9405, 
Montpelier Police Department,,,,,,,,1 Pitkin Court, 
Peoria Park District Police Dept,,,,,,,,1314 N. Park Road, 
Fulton County Police Department,,,,,,,,130 Peachtree St.S.W., 
Kenilworth Police Dept,,,,,,,,419 Richmond Road, 
Corning Police Department,,,,,,,,Po Box 538, 
Fulton Police Department,,,,,,,,Post Office Box 68, 
Chester Police Department,,,,,,,,203 Middlesex Avenue, 
Pondera County Sheriff's Office,,,,,,,,20 4Th Ave Sw,Ste 109
Georgia Southern University Dept Public Safety,,,,,,,,Landrum Box 8072, 
Cohoes Police Department,,,,,,,,"City Hall, 97 Mohawk", 
SEPTA Transit Police,,,,,,,,"1234 Market Street, 4Th Floor", 
Kenton County Schools Police Department,,,,,,,,1055 Eaton Drive, 
Albany Police Department,,,,,,,,1000 San Pablo Avenue, 
Wilmot Police Department,,,,,,,,P.O. Box 67, 
Paulding County Marshal's Office,,,,,,,,535 Seaboard Avenue, 
Delaware City Police Department,,,,,,,,407 Clinton Street, 
Wauwatosa Police Department,,,,,,,,1700 North 116Th Street, 
Medina County Park District Police,,,,,,,,6364 Deerview Lane, 
Rush County Sheriff's Office,,,,,,,,Po Box 495,715 Elm
Couer D'Alene Police Department,,,,,,,,3818 Schreiber Way, 
Killeen Municipal Court,,,,,,,,101 North College Street, 
Dermott Police Department,,,,,,,,P.O. Box 371, 
Avon Police Dept,,,,,,,,105 West Clinton, 
Espanola Police Department,,,,,,,,1316 C Calle Adelante, 
Burbank Police Dept,,,,,,,,5650 West 75Th Place, 
Hueytown Police Department,,,,,,,,1318 Hueytown Road, 
Huntsville Police Department,,,,,,,,Post Office Box 2085, 
Stamford Police Department,,,,,,,,805 Bedford Street, 
Frio County Constable Pct. 1,,,,,,,,502 S. Cedar St, 
Terrace Park Police Department,,,,,,,,428 Elm Street, 
Indiana University - Indianapolis Police,,,,,,,,1232 W. Michigan Street, 
Goliad County Constable Pct. 1,,,,,,,,Po Box 511, 
Cypress Police Department,,,,,,,,5275 Orange Avenue, 
Waller County Sheriff's Office,,,,,,,,701 Calvit St, 
Emmett Police Department,,,,,,,,501 E Main, 
Bay Minette Police Department,,,,,,,,Post Office Box 1208, 
Claremont Police Department,,,,,,,,570 W. Bonita Avenue, 
Carrollton Township Constable,,,,,,,,9117 Cr 605, 
Wayne County Sheriff's Office,,,,,,,,Po Box 218, 
College of Lake County Police Dept,,,,,,,,19351 West Washington, 
Cashton Police Department,,,,,,,,Village Hall, 
Roswell Police Department,,,,,,,,39 Hill Street, 
La Crescent Police Department,,,,,,,,315 Main Street,P.O. BOX 142
Green Valley Police Dept,,,,,,,,109 E Main St,Box 110
Missouri Dept. of Conservation,,,,,,,,2901 W Truman Blvd, 
Manitou Springs Police Department,,,,,,,,606 Manitou Ave, 
Gainesville State College Police Dept.,,,,,,,,P.O. Box 1358, 
Shawnee Heights USD #450 Police,,,,,,,,4401 Se Shawnee Heights Road, 
Gallipolis Police Department,,,,,,,,518 Second Avenue, 
Owyhee County Sheriff's Office,,,,,,,,Po Box 128,20381 Hwy 78
San Fernando Police Department,,,,,,,,910 First Street, 
Flower Mound Police Department,,,,,,,,4150 Kirkpatrick, 
Kamiah Police Department,,,,,,,,Po Box 338, 
Fulton County Sheriff's Office,,,,,,,,Po Box 436,411 W Locust St
Real County Sheriff's Office,,,,,,,,Po Box 445, 
Rocklin Police Department,,,,,,,,4080 Rocklin Road, 
Hale County Constable Pct. 3,,,,,,,,P.O.Box 217, 
Rend Lake College Police Dept,,,,,,,,468 North Ken Gray Parkway, 
Bartholomew County Sheriff's Office,,,,,,,,543 2Nd St, 
Sacramento County Sheriff's Office,,,,,,,,711 G St,PO Box 988
Cheektowaga Town Police Department,,,,,,,,3223 Union Road, 
Forest Park Police Department,,,,,,,,320 Cash Memorial Blvd., 
Tarrant County Constable Pct. 3,,,,,,,,Tarrant Co Gov'T Complex,645 Grapevine Highway
Pontoon Beach Police Dept,,,,,,,,#3 Regency Parkway, 
Hopkins County Sheriff Department,,,,,,,,56 N. Main St., 
Paris Junior College D.P.S.,,,,,,,,2400 Clarksville Street, 
Weaver Police Department,,,,,,,,Post Office Box 1060, 
New Caney I.S.D. Police Dept.,,,,,,,,21580 Loop 494, 
Starbuck Police Department,,,,,,,,307 E 5Th Street,P.O. BOX 606
Calhoun Community College - Huntsville Police Department,,,,,,,,102B Wynn Drive, 
Lemhi County Sheriff's Office,,,,,,,,206 Courthouse Dr, 
Palm Beach Gardens Police Department,,,,,,,,10500 No. Military Trail, 
Ashville Police Department,,,,,,,,Post Office Box 70, 
Cortland Police Dept,,,,,,,,1909 Somonauk Rd,P. O. Box 877
Castleberry I.S.D. Police Dept.,,,,,,,,215 Churchill Road, 
Benson Police Department,,,,,,,,P. O. Box 2287, 
East Bay Regional Parks District Dept of Public Safety,,,,,,,,17930 Lake Chabot Road, 
Gates Mills Village Police Department,,,,,,,,1470 Chagrin River Rd, 
Orange County Constable Pct. 4,,,,,,,,123 S 6Th St, 
Lithonia Police Department,,,,,,,,6980 Main Street, 
Iowa County Sheriff's Office,,,,,,,,1205 N Bequette St, 
Jacksons Gap Police Department,,,,,,,,Post Office Box 162, 
Colfax Police Dept,,,,,,,,307 North Harrison, 
Lansing Community College Police Department,,,,,,,,422 N Washington Square,#251
Laredo Community College Police Dept.,,,,,,,,West End Washington St., 
Bryant Police Department,,,,,,,,312 Roya Lane, 
University of Montevallo Police Department,,,,,,,,Station 6155, 
Unicoi County Sheriff's Office,,,,,,,,102 N Main Ave, 
Del Rey Oaks Police Department,,,,,,,,650 Canyon Del Rey Road, 
Tyler County Constable Pct. 1,,,,,,,,Rt 1 Box 1008, 
Middletown Police Department,,,,,,,,9 Berkeley Avenue, 
Nelson County Sheriff's Office,,,,,,,,210 Plaza Dr, 
Salt River Tribal Police Department,,,,,,,,10005 East Osborn Road, 
Prairie View A&M University Police Dept.,,,,,,,,Mail Stop 413,PO BOX 519
Carlsbad Police Department,,,,,,,,2560 Orion Way, 
Alcorn State University Police Department,,,,,,,,Post Office Box 929, 
Frankford Police Department,,,,,,,,Po Box 550, 
Hinds County Sheriff's Office,,,,,,,,Po Box 1452, 
Brooks County Sheriff's Office,,,,,,,,Po Box 487, 
Bourbonnais Police Dept,,,,,,,,700 Main Nw, 
Wichita County Constable Pct.4,,,,,,,,900 7th Rm 207, 
McCrory Police Department,,,,,,,,P.O. Box 897, 
Northwest Arkansas Regional Airport Police,,,,,,,,"One Airport Boulevard, Suite 100", 
The Colony Police Department,,,,,,,,5151 N. Colony Blvd., 
Clear Lake-Ventura Police Department,,,,,,,,Po Box 291, 
West Covina Police Department,,,,,,,,1444 W. Garvey Ave. S, 
New London Police Department,,,,,,,,P. O. Box 428, 
Starr County Constable Pct. 3,,,,,,,,P.O. Box 145, 
South Plains College Police Dept.,,,,,,,,Campus Police 1401 College Ave., 
Letcher County Sheriff's Office,,,,,,,,156 Main St, 
California State University - Sacramento Police,,,,,,,,6000 J St, 
Atascadero Police Department,,,,,,,,5505 El Camino Real, 
Monte Vista Police Department,,,,,,,,720 1St Ave, 
Glendale Police Department,,,,,,,,5909 North Milwaukee River Parkway, 
CUNY York College Police,,,,,,,,94-20 Guy R Brewer Blvd,Room 1M02
Carrollton Police Department,,,,,,,,Post Office Box 169, 
Mercer County Sheriff's Office,,,,,,,,802 E Main St,County Courthouse
Morrilton Police Department,,,,,,,,P.O. Box 396, 
Cascade Police Department,,,,,,,,PO Box 443, 
Fayetteville Police Department,,,,,,,,760 Jimmy Mayfield Blvd., 
San Augustine County Constable Pct. 4,,,,,,,,514 fm2213, 
Ludlow Police Department,,,,,,,,P.O. Box B, 
North Slope Borough Police Dept.,,,,,,,,Po Box 470, 
Fox River Grove Police Dept,,,,,,,,305 Illinois Street, 
Franklin Police Department,,,,,,,,P.O. Box 326, 
South Carolina Highway Patrol,,,,,,,,10311 Wilson Blvd, 
Habersham County Marshal's Office,,,,,,,,P.O. Box 580, 
Craig Police Department,,,,,,,,800 West 1St St. Ste 300, 
Rockledge Police Department,,,,,,,,123 Barton Boulevard, 
Eaton Police Department,,,,,,,,224First Street, 
Western Connecticut State University Police,,,,,,,,181 White Street, 
North Dakota Parks & Recreation - Law Enforcement,,,,,,,,PO BOX 732, 
Worcester Airport Police,,,,,,,,375 Airport Dr Tower Bldg, 
Burleson Police Department,,,,,,,,225 W. Renfro, 
Chicago Police Dept,,,,,,,,3510 S Michigan, 
Santa Barbara County Sheriff's Office,,,,,,,,4434 Calle Real,PO Box 6427
Leesburg Police Department,,,,,,,,P.O. Box 890, 
Nueces County Constable Pct. 3,,,,,,,,115 S Ash St, 
Milton Police Department,,,,,,,,13000 Deerfield Pkwy. Ste. 100, 
Chester Township Police Department,,,,,,,,12696 Opalocka Drive, 
Baton Rouge Airport Police,,,,,,,,9430 Jackie Cochran Dr,Ryan Terminal
Summerdale Police Department,,,,,,,,Post Office Box 148, 
Crainville Police Dept,,,,,,,,P. O. Box 105,1205 Main
Gadsden Police Department,,,,,,,,Post Office Box 267, 
Woodson County Sheriff's Office,,,,,,,,105 W Rutledge St,County Courthouse
Montgomery County Sheriff's Department,,,,,,,,600 Memorial Drive,600 Memorial Drive
Versailles Borough Police Department,,,,,,,,5100 Walnut Street, 
New London Police Department,,,,,,,,507 E Main St, 
Ward County Constable Pct. 2,,,,,,,,707 South Ike, 
Augusta Police Department,,,,,,,,P.O. Box 268, 
Bevill State Community College - Sumiton,,,,,,,,Post Office Box 800, 
Eagar Police Department,,,,,,,,P. O. Box 1300, 
Adrian Police Department,,,,,,,,P.O. Box 265,205 W Main St
Waterfront Commission of New York Harbor - Police,,,,,,,,"39 Broadway, 4Th Floor", 
Woodbury Police Department,,,,,,,,271 Main Street South, 
Upper Shore Community Health Center Security,,,,,,,,P.O. Box 229, 
Reform Police Department,,,,,,,,Post Office Box 489, 
Tarrant County Constable Pct. 2,,,,,,,,700 E ABRAM ST STE 202, 
Aztec Police Department,,,,,,,,201 West Chaco, 
Kake Police Dept.,,,,,,,,P.O. Box 107, 
Gray County Sheriff's Office,,,,,,,,300 So Main,PO Box 487
Clinton Police Department,,,,,,,,P.O. Box 1050, 
Montana Division of Criminal Investigation,,,,,,,,"303 North Roberts, Third Floor", 
Carrollton City Marshal's Office,,,,,,,,2001 East  Jackson Road, 
Blue Ridge Police Department,,,,,,,,3101 East First Street, 
Oregon Police Department,,,,,,,,383 Park Street, 
Ohio Department of Natural Resources - Office of Law Enforcement,,,,,,,,2045 Morse Rd. Bldg. D-3, 
Cobb County Board of Education Police,,,,,,,,240 Barber Road, 
Louisville Police Department,,,,,,,,992 Via Appia, 
